stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,country,plk_secondary_id
50690,Dominów,51.21235689099,22.84307805032,0,,,,
50807,Rejowiec,51.11755257754,23.23950290941,0,,,,
50831,Wólka Kańska,51.12839124651,23.0664771029,0,,,,
50856,Kanie,51.12465736936,23.10405224789,0,,,,
50864,Zalesie Krasieńskie,51.12172756458,23.16622294325,0,,,,
50906,Chełm,51.14124000061,23.49326282389,0,,,,
50930,Zawadówka,51.12404105479,23.35546339651,0,,,,
50948,Chełm Miasto,51.13799468398,23.45814500337,0,,,,
50955,Ruda Opalin,51.24786124279,23.60106779858,0,,,,
50963,Karolinówka,51.18984962274,23.5506913408,0,,,,
50971,Uhrusk Przystanek,51.29597088812,23.61885665582,0,,,,
50989,Uhrusk,51.31953960656,23.6192564963,0,,,,
51029,Sobibór,51.44416497942,23.59704672794,0,,,,
51037,Stulno,51.37629631653,23.61218118,0,,,,
